module,key,english,old_zh,translation
BACnet,mod.bacnet.pub.event.pointInit,Unable to initialize point {0}: {1},Unable to initialize point {0}: {1},無法初始化點{0}：{1}
BACnet,mod.bacnet.pub.props,BACnet publisher properties,BACnet publisher properties,BACNET發布者屬性
BACnet,dox.bacnetPublisher,BACnet publisher,BACnet publisher,BACNET出版商
BACnet,mod.bacnet.pub.instanceNumber.cannotBeNegative,Instance numbers cannot be negative,Instance numbers cannot be negative,實體號不能為負
BACnet,mod.bacnet.pub.instanceNumber.taken,The instance number ''{0}'' is already used by another point of the same type,The instance number ''{0}'' is already used by another point of the same type,實體號''{0}''已經由同一類型的另一點使用
BACnet,mod.bacnet.pub.objectName.required,Object names are required,Object names are required,需要對象名稱
BACnet,mod.bacnet.pub.objectName.taken,The object name ''{0}'' is already used by another point,The object name ''{0}'' is already used by another point,另一個點已經使用了對象名稱'{0}''
BACnet,mod.bacnet.pub.writeSource,BACnet pub: {0},BACnet pub: {0},Bacnet Pub：{0}
BACnet,mod.bacnet.pub.unknownObjectType,Object type ''{0}'' not known,Object type ''{0}'' not known,對像類型''{0}''未知
BACnet,ui.mod.bacnet.localDeviceConfig,Local device,Local device,本地設備
BACnet,mod.bacnet.selectSerialPort,Select serial port,Select serial port,選擇串行埠號
BACnet,mod.bacnet.invalidRequestBody,Invalid request type,Invalid request type,無效的請求類型
BACnet,mod.bacnet.deviceBrowser,Device browser,Device browser,設備瀏覽器
BACnet,mod.bacnet.bacnetDeviceBrowser,BACnet device browser,BACnet device browser,BACNET設備瀏覽器
BACnet,mod.bacnet.presentValueDisplay,value {0},value {0},值{0}
BACnet,mod.bacnet.presentValueUnitDisplay,value {0} {1},value {0} {1},值{0} {1}
BACnet,mod.bacnet.startWhoIs,Start Who-Is,Start Who-Is,開始誰
BACnet,mod.bacnet.cancelWhoIs,Cancel Who-Is,Cancel Who-Is,取消誰
BACnet,mod.bacnet.discoveringDevices,Discovering devices... {0}%,Discovering devices... {0}%,發現設備... {0}％
BACnet,mod.bacnet.sequenceLength,Sequence of {0} items,Sequence of {0} items,{0}項目的序列
BACnet,mod.bacnet.propertiesSelected,"{0, plural, =0{No properties} =1{1 property} other{# properties}} selected","{0, plural, =0{No properties} =1{1 property} other{# properties}} selected",{0，複數，= 0 {no properties} = 1 {1 propert}其他{＃properties}}選擇
BACnet,mod.bacnet.addProperties,Add data points for selected properties,Add data points for selected properties,新增選定屬性的資料點
BACnet,mod.bacnet.errorResponse,"BACnet error class '{0}' (id {1}), code '{2}' (id {3})","BACnet error class '{0}' (id {1}), code '{2}' (id {3})",BACNET錯誤類'{0}'（id {1}），代碼'{2}'（id {3}）
BACnet,mod.bacnet.dataTypes,BACnet data types,BACnet data types,BACNET資料類型
BACnet,mod.bacnet.preferObjectName,Prefer object name,Prefer object name,喜歡對象名稱
BACnet,mod.bacnet.preferObjectDescription,Prefer object description,Prefer object description,喜歡對象描述
BACnet,mod.bacnet.addTags,Add tags,Add tags,新增標籤
BACnet,mod.bacnet.addPoints,Add points,Add points,新增點
BACnet,mod.bacnet.errorGettingProperties,Error getting properties — {0},Error getting properties — {0},錯誤取得屬性 -  {0}
BACnet,mod.bacnet.errorGettingObjectTypes,Error getting object types — {0},Error getting object types — {0},錯誤取得對像類型 -  {0}
BACnet,mod.bacnet.exception.timeout,"BACnet device timeout, try increasing your local device timeout setting","BACnet device timeout, try increasing your local device timeout setting",BACNET設備逾時，嘗試增加本地設備逾時設定
BACnet,mod.bacnet.exception.errorReadingObjectList,Error reading object list,Error reading object list,錯誤讀取對象列表
BACnet,mod.bacnet.exception.errorReadingPropertyList,Error reading property list,Error reading property list,錯誤讀取屬性列表
cloudConnect,cloudConnect.description,Cloud connect,Cloud connect,雲端連接
cloudConnect,cloudConnect.algorithm,Key algorithm,Key algorithm,密鑰算法
cloudConnect,cloudConnect.dateConnected,Date connected,Date connected,連接日期
cloudConnect,cloudConnect.dateDisconnected,Date disconnected,Date disconnected,日期斷開連接
cloudConnect,cloudConnect.ipAddress,IP address,IP address,IP地址
cloudConnect,cloudConnect.coreVersion,Core version,Core version,核心版本
cloudConnect,cloudConnect.moduleVersion,Cloud connect version,Cloud connect version,雲端連接版本
cloudConnect,cloudConnect.mangoWebPort,Mango web port,Mango web port, Mango 網路埠號
cloudConnect,cloudConnect.sshPort,SSH port,SSH port,SSH埠號
cloudConnect,cloudConnect.otherForwards,Other port forwards,Other port forwards,其他埠號向前
cloudConnect,cloudConnect.requiresRestart,Requires restart,Requires restart,需要重新啟動
cloudConnect,cloudConnect.requiresReload,Requires reload,Requires reload,需要重新載入
cloudConnect,cloudConnect.clientConnected,Connected,Connected,連接
cloudConnect,cloudConnect.proxy.name,Proxy,Proxy,代理人
cloudConnect,cloudConnect.proxy.settings,Proxy settings,Proxy settings,代理設定
cloudConnect,cloudConnect.proxy.localAuthentication,Proxy authentication,Proxy authentication,代理身份驗證
cloudConnect,cloudConnect.proxy.remoteAuthentication,Remote authentication,Remote authentication,遠端身份驗證
cloudConnect,cloudConnect.proxy.enabled,Proxy enabled,Proxy enabled,啟用代理
cloudConnect,cloudConnect.proxy.proxyDomain,Proxy domain,Proxy domain,代理域
cloudConnect,cloudConnect.proxy.requiresAuthentication,Require authentication,Require authentication,需要身份驗證
cloudConnect,cloudConnect.proxy.requiresPermission,Require permission,Require permission,需要許可
cloudConnect,cloudConnect.proxy.injectAuthenticationToken,Inject authentication token,Inject authentication token,注入身份驗證令牌
cloudConnect,cloudConnect.proxy.fixedToken,Fixed authentication token,Fixed authentication token,修復了身份驗證令牌
cloudConnect,cloudConnect.proxy.fixedUsername,Fixed username,Fixed username,修復了用戶名
cloudConnect,cloudConnect.proxy.syncUser,Sync user from server to client,Sync user from server to client,從伺服器到客戶端端同步用戶
cloudConnect,cloudConnect.proxy.syncUserPassword,Sync user's password,Sync user's password,同步用戶的密碼
cloudConnect,cloudConnect.proxy.serveStaticResources,Serve static resources from this Mango installation (don't proxy requests for these files),Serve static resources from this Mango installation (don't proxy requests for these files),從此 Mango 安裝中提供靜態資源（不要委託這些檔案的請求）
cloudConnect,cloudConnect.proxy.clientConnectTimeout,HTTP client connect timeout (seconds),HTTP client connect timeout (seconds),HTTP客戶端端連接逾時（秒）
cloudConnect,cloudConnect.proxy.clientIdleTimeout,HTTP client idle timeout (seconds),HTTP client idle timeout (seconds),HTTP客戶端端閒置逾時（秒）
cloudConnect,cloudConnect.proxy.proxyRequestTimeout,Proxy request timeout (seconds),Proxy request timeout (seconds),代理請求逾時（秒）
cloudConnect,cloudConnect.proxy.error.rewriteFailed,Rewriting request failed \u2014 ''{0}'',Rewriting request failed \u2014 ''{0}'',重寫入請求失敗\ U2014''{0}''
cloudConnect,cloudConnect.proxy.error.serverNotRunning,Cloud connect server not running,Cloud connect server not running,雲端連接伺服器未執行
cloudConnect,cloudConnect.proxy.error.requestDidntStartWithServletPath,Proxied request did not start with the servlet path,Proxied request did not start with the servlet path,代理請求不是從servlet路徑開始
cloudConnect,cloudConnect.proxy.error.errorParsingRequestUri,Error parsing request URI,Error parsing request URI,錯誤解析請求URI
cloudConnect,cloudConnect.proxy.error.noWebPort,No web port forwarded by client,No web port forwarded by client,客戶端端不受客戶端轉發的網路埠號
cloudConnect,cloudConnect.proxy.error.errorConstructingUri,Error constructing URI,Error constructing URI,構建URI的錯誤
cloudConnect,cloudConnect.proxy.error.clientNotFound,Client with GUID ''{0}'' is not connected,Client with GUID ''{0}'' is not connected,用GUID'{0}''客戶端端未連接
cloudConnect,cloudConnect.proxy.error.proxyDisabled,Cloud connect proxy is disabled,Cloud connect proxy is disabled,雲端連接代理被禁用
cloudConnect,cloudConnect.client.name,Client,Client,客戶端
cloudConnect,cloudConnect.client.settings,Client settings,Client settings,客戶端設定
cloudConnect,cloudConnect.client.enabled,Start client with Mango,Start client with Mango,用 Mango 開始客戶端
cloudConnect,cloudConnect.client.username,Username,Username,使用者名稱
cloudConnect,cloudConnect.client.host,Host,Host,主機
cloudConnect,cloudConnect.client.port,Port,Port,埠號
cloudConnect,cloudConnect.client.forward.web.enabled,Forward Mango web port,Forward Mango web port,向前 Mango 網路埠號
cloudConnect,cloudConnect.client.forward.web.host,Web forward host,Web forward host,Web前向主機
cloudConnect,cloudConnect.client.forward.web.port,Web forward port,Web forward port,Web向前埠號
cloudConnect,cloudConnect.client.forward.ssh.enabled,Forward SSH port,Forward SSH port,向前SSH埠號
cloudConnect,cloudConnect.client.forward.ssh.host,SSH forward host,SSH forward host,SSH前鋒主機
cloudConnect,cloudConnect.client.forward.ssh.port,SSH forward port,SSH forward port,SSH向前埠號
cloudConnect,cloudConnect.client.advancedPortForwarding,Show advanced port forwarding settings,Show advanced port forwarding settings,顯示高級埠號轉發設定
cloudConnect,cloudConnect.client.localPortForwards,Local port forwards (bind to local port and forward connections to remote address),Local port forwards (bind to local port and forward connections to remote address),本地埠號向前（綁定到本地埠號，並將連接到遙控地址）
cloudConnect,cloudConnect.client.remotePortForwards,Remote port forwards (remote server binds to port and forwards connections to local address),Remote port forwards (remote server binds to port and forwards connections to local address),遠端埠號向前（遠端伺服器綁定到埠號並將連接轉發到本地地址）
cloudConnect,cloudConnect.client.dynamicPortForwards,Dynamic port forwarding,Dynamic port forwarding,動態埠號轉發
cloudConnect,cloudConnect.client.dynamicForward,SOCKS bind address (bind to local port and dynamically forward connections to remote address using SOCKS),SOCKS bind address (bind to local port and dynamically forward connections to remote address using SOCKS),襪子綁定地址（綁定到本地埠號，並使用襪子動態轉發連接到遠端地址）
cloudConnect,cloudConnect.client.portForwardingSettings,Port forwarding settings,Port forwarding settings,埠號轉發設定
cloudConnect,cloudConnect.client.nameLabel,Name / label,Name / label,名稱 /標籤
cloudConnect,cloudConnect.client.remoteAddress,Remote address,Remote address,遠端地址
cloudConnect,cloudConnect.client.localAddress,Local address,Local address,本地地址
cloudConnect,cloudConnect.client.localBindAddress,Local bind address,Local bind address,本地綁定地址
cloudConnect,cloudConnect.client.remoteBindAddress,Remote bind address,Remote bind address,遠端綁定地址
cloudConnect,cloudConnect.client.addRemoteForward,Add remote forward,Add remote forward,向前新增遠端
cloudConnect,cloudConnect.client.addLocalForward,Add local forward,Add local forward,新增本地向前
cloudConnect,cloudConnect.client.noLocalForwards,No local forwards,No local forwards,沒有本地前鋒
cloudConnect,cloudConnect.client.noRemoteForwards,No remote forwards,No remote forwards,沒有遠端前鋒
cloudConnect,cloudConnect.client.knownHostsPath,Known hosts file,Known hosts file,已知主機檔案
cloudConnect,cloudConnect.client.privateKeyPath,Private key file,Private key file,私鑰檔案
cloudConnect,cloudConnect.client.acceptUnkownHosts,Accept unknown hosts,Accept unknown hosts,接受未知的主機
cloudConnect,cloudConnect.client.newKeyPairConfirm,The private key file will be overwritten. You will need to add the client's new public key to the server's authorized keys.,The private key file will be overwritten. You will need to add the client's new public key to the server's authorized keys.,私鑰檔案將被覆蓋。您需要將客戶端端的新公共密鑰新增到伺服器的授權密鑰中。
cloudConnect,cloudConnect.client.publicKey,Client public key,Client public key,客戶端公鑰
cloudConnect,cloudConnect.client.knownHosts,Known hosts,Known hosts,已知的主人
cloudConnect,cloudConnect.client.addKnownHost,Add known host,Add known host,新增已知主機
cloudConnect,cloudConnect.client.connected,Connected,Connected,連接
cloudConnect,cloudConnect.client.connecting,Connecting...,Connecting...,連接...
cloudConnect,cloudConnect.client.connectionAttempt,Connection attempt number {0}.,Connection attempt number {0}.,連接嘗試號碼{0}。
cloudConnect,cloudConnect.client.lastConnectionError,Last connection error \u2014 {0},Last connection error \u2014 {0},最後一個連接錯誤\ U2014 {0}
cloudConnect,cloudConnect.client.connectAlarmLevel,Connect event level,Connect event level,連接事件級別
cloudConnect,cloudConnect.client.connectFailedAlarmLevel,Connect failed event level,Connect failed event level,連接失敗的事件級別
cloudConnect,cloudConnect.client.serverProperty,Property,Property,財產
cloudConnect,cloudConnect.client.serverValue,Server value,Server value,伺服器值
cloudConnect,cloudConnect.client.serverValueUnknown,Unknown,Unknown,未知
cloudConnect,cloudConnect.server.name,Server,Server,伺服器
cloudConnect,cloudConnect.server.settings,Server settings,Server settings,伺服器設定
cloudConnect,cloudConnect.server.openWebInterface,Open web interface,Open web interface,打開Web界面
cloudConnect,cloudConnect.server.closeSession,Close session,Close session,關閉會話
cloudConnect,cloudConnect.server.removeSession,Remove session,Remove session,刪除會話
cloudConnect,cloudConnect.server.enabled,Start server with Mango,Start server with Mango,使用 Mango 啟動伺服器
cloudConnect,cloudConnect.server.bind,Bind address,Bind address,綁定地址
cloudConnect,cloudConnect.server.port,Port,Port,埠號
cloudConnect,cloudConnect.server.authorizedKeysPath,Authorized keys file,Authorized keys file,授權密鑰檔案
cloudConnect,cloudConnect.server.privateKeyPath,Private key file,Private key file,私鑰檔案
cloudConnect,cloudConnect.server.portAllocationRange.from,Port allocation range (from),Port allocation range (from),埠號分配範圍（來自）
cloudConnect,cloudConnect.server.portAllocationRange.to,Port allocation range (to),Port allocation range (to),埠號分配範圍（TO）
cloudConnect,cloudConnect.server.newKeyPairConfirm,The private key file will be overwritten. You will need to update each client's known hosts with the server's new public key.,The private key file will be overwritten. You will need to update each client's known hosts with the server's new public key.,私鑰檔案將被覆蓋。您將需要使用伺服器的新公共密鑰更新每個客戶端端的已知主機。
cloudConnect,cloudConnect.server.publicKey,Server public key,Server public key,伺服器公鑰
cloudConnect,cloudConnect.server.authorizedKeys,Authorized keys,Authorized keys,授權鍵
cloudConnect,cloudConnect.server.addAuthorizedKey,Add authorized key,Add authorized key,新增授權密鑰
